respondent_id,choice_set,label,choice_ind,package,terms,diet,state,survey_completion_secs,gender,age,us_region,household_income,fast_food_frequency,primary_grocery_shopper,occupation,ethnicity,primary_role_org,marital_status,housing,household_size,main_grocery_store,education,main_fast_food,final_comments,data_source
121987757,1,2,1,package 2,meatier,omnivore,Arizona,236,Male,48.0,West,"$25,000 - $49,999",One to three times per week,Yes,Unemployed,White,I don't work,Married,Other,3,Kroger (US),University/Higher Education,Sonic Drive-In,I like the thick & juicy look on a box of burgers,pilot
121987830,1,2,1,package 2,meatier,reducer,Florida,164,Female,26.0,South,"$15,000 - $24,999",Four to six times per week,Yes,Part-time work,Hispanic or Latino,Information technology manager/director,Domestic partnership / Living with partner,Owned house,5,Costco (US),University/Higher Education,Dunkin' Donuts;Hungry Jack's;Jack in the Box;KFC;Popeyes Chicken & Biscuits,"Me encantó esta encuesta, súper dinamica",pilot
121987858,1,2,1,package 2,meatier,omnivore,Ohio,128,Female,72.0,Midwest,"$25,000 - $49,999",Less than once per week,Yes,Retired,White,I don't work,Divorced,Owned house,1,SuperTarget (US),University/Higher Education,Krystal,,pilot
121988019,1,2,1,package 2,meatier,omnivore,Washington,222,Male,80.0,West,"$25,000 - $49,999",I don't eat at fast food restaurants,I participate equally in grocery purchase decision,Retired,White,I don't work,Married,Owned house,2,Walmart (US),High School/Tertiary/Tech. College,McDonald's;Subway,Very different and very interesting.,pilot
122494248,1,2,1,package 2,meatier,omnivore,Texas,350,Female,64.0,South,"$25,000 - $49,999",Prefer not to say,Yes,Retired,White,I don't work,Widowed,Rented apartment,1,Prefer not to say,University/Higher Education,Popeyes Chicken & Biscuits,,pilot
122494249,1,2,1,package 2,meatier,omnivore,Ohio,139,Female,31.0,Midwest,"$25,000 - $49,999",I don't eat at fast food restaurants,Yes,Homemaker,White,I don't work,Married,Owned house,5,,High School/Tertiary/Tech. College,Pizza Hut,,pilot
122494251,1,2,0,package 2,meatier,omnivore,Pennsylvania,179,Male,55.0,Northeast,"$0 - $14,999",Less than once per week,Yes,Unemployed,White,I don't work,Divorced,Rented apartment,1,Prefer not to say,High School/Tertiary/Tech. College,Subway,,pilot
122494254,1,2,0,package 2,meatier,omnivore,Pennsylvania,247,Female,35.0,Northeast,"$15,000 - $24,999",Less than once per week,Yes,Part-time work,American Indian or Alaska Native,Senior Management,Separated,Living with my parents,5,SuperTarget (US),University/Higher Education,Burger King,,pilot
122494257,1,2,1,package 2,meatier,omnivore,Illinois,163,Female,27.0,Midwest,"$0 - $14,999",Prefer not to say,No,Unemployed,Hispanic or Latino,I don't work,Domestic partnership / Living with partner,Rented apartment,2,,None completed,Burger King,,pilot
122494259,1,2,1,package 2,meatier,omnivore,California,145,Female,26.0,Midwest,"$80,000 - $99,999",I don't eat at fast food restaurants,Prefer not to say,Homemaker,White,I don't work,Married,Owned house,5,Walmart (US),University/Higher Education,Dunkin' Donuts,,pilot
122494261,1,2,1,package 2,meatier,omnivore,West Virginia,185,Female,40.0,South,"$25,000 - $49,999",One to three times per week,Yes,Full-time work,White,Administrative/Clerical,Single / Never married,Rented apartment,2,,University/Higher Education,Pizza Hut,,pilot
122494262,1,2,1,package 2,meatier,omnivore,Colorado,73,Male,25.0,West,"$50,000 - $79,999",,Yes,Unemployed,White,HR manager,Single / Never married,,,,High School/Tertiary/Tech. College,,,pilot
122494266,1,2,1,package 2,meatier,omnivore,California,117,Male,61.0,West,"$25,000 - $49,999",,Yes,Retired,White,President/CEO/Chairperson,Divorced,Owned house,2,Walmart (US),University/Higher Education,,,pilot
122494269,1,2,1,package 2,meatier,omnivore,Michigan,115,Male,24.0,Midwest,"$100,000 - $149,999",Less than once per week,Prefer not to say,Full-time work,Black or African American,I don't work,Single / Never married,Living with my parents,6+,Other,University/Higher Education,Sonic Drive-In,,pilot
122494271,1,2,0,package 2,meatier,omnivore,Ohio,184,Male,73.0,Midwest,"$50,000 - $79,999",Four to six times per week,Yes,Retired,White,I don't work,Married,Owned house,2,,University/Higher Education,,,pilot
122494273,1,2,1,package 2,meatier,omnivore,Montana,115,Female,42.0,West,"$100,000 - $149,999",Prefer not to say,Yes,Full-time work,White,I don't work,Married,Owned house,1,Prefer not to say,University/Higher Education,McDonald's,,pilot
122494275,1,2,1,package 2,meatier,omnivore,Arizona,124,Female,44.0,West,"$15,000 - $24,999",Less than once per week,Yes,Own business / Self-employed / Freelance,White,Owner or Partner,Divorced,Owned house,4,Costco (US),Postgraduate Education,Subway,,pilot
122494276,1,2,1,package 2,meatier,omnivore,Montana,186,Female,65.0,West,"$0 - $14,999",I don't eat at fast food restaurants,Yes,Retired,White,I don't work,Divorced,Rented house,1,Prefer not to say,University/Higher Education,McDonald's,Hey I enjoyed this short survey!  thanks for letting me finish!,pilot
122494278,1,2,1,package 2,meatier,omnivore,Arizona,74,Female,24.0,West,"$50,000 - $79,999",One to three times per week,Yes,Full-time work,White,I don't work,Single / Never married,Rented house,1,,University/Higher Education,McDonald's,,pilot
122494279,1,2,1,package 2,meatier,omnivore,Illinois,128,Female,41.0,Midwest,"$80,000 - $99,999",I don't eat at fast food restaurants,Yes,Full-time work,White,"Health professional (doctor, nurse, pharmacist)",Married,Rented house,4,Prefer not to say,University/Higher Education,Dunkin' Donuts,,pilot
122494280,1,2,1,package 2,meatier,omnivore,Florida,172,Female,63.0,South,"$25,000 - $49,999",Less than once per week,Prefer not to say,Part-time work,Hispanic or Latino,I don't work,Married,Owned apartment,2,Prefer not to say,University/Higher Education,Dunkin' Donuts;KFC;Little Caesars Pizza;Sonic Drive-In;Steak n Shake,,pilot
122494281,1,2,1,package 2,meatier,omnivore,Wisconsin,196,Female,46.0,Midwest,"$15,000 - $24,999",,Yes,Full-time work,White,I don't work,Single / Never married,Rented apartment,6+,Kroger (US),University/Higher Education,,,pilot
122494282,1,2,1,package 2,meatier,omnivore,Virginia,275,Male,34.0,West,"$25,000 - $49,999",Prefer not to say,Yes,Active military service,White,I don't work,Single / Never married,Other,1,,High School/Tertiary/Tech. College,Taco Bell,"I despise plant based products and would rather have actual meat, from an animal than any agenda that is being pushed here. It doesn't matter if it tastes like meat or nor plant based hamburger meat is garbage and I would much rather overturn society than ever eat this shit. ",pilot
122494283,1,2,0,package 2,meatier,omnivore,New York,133,Female,30.0,South,"$25,000 - $49,999",Less than once per week,Yes,Homemaker,White,I don't work,Domestic partnership / Living with partner,Owned house,6+,,Postgraduate Education,,,pilot
122494284,1,2,1,package 2,meatier,omnivore,Michigan,211,Female,42.0,Midwest,"$15,000 - $24,999",Prefer not to say,Yes,Part-time work,White,Other non management staff,Divorced,Rented house,3,,High School/Tertiary/Tech. College,Subway,Nice and easy survey!,pilot
122494287,1,2,0,package 2,meatier,omnivore,Pennsylvania,84,Female,23.0,Northeast,"$100,000 - $149,999",I don't eat at fast food restaurants,Yes,Full-time work,White,Faculty/Teaching Staff,Married,Owned house,2,Costco (US);Kmart (US);Walmart (US),University/Higher Education,Burger King,Very easy to complete. Thank you,pilot
122494288,1,2,1,package 2,meatier,omnivore,Arizona,115,Female,24.0,West,"$50,000 - $79,999",I don't eat at fast food restaurants,Yes,Own business / Self-employed / Freelance,Other,Owner or Partner,Married,Rented apartment,2,Walmart (US),University/Higher Education,Sonic Drive-In,,pilot
122494290,1,2,1,package 2,meatier,omnivore,Wisconsin,143,Female,62.0,Midwest,"$25,000 - $49,999",Less than once per week,Yes,Homemaker,White,I don't work,Married,Rented house,2,Kroger (US),High School/Tertiary/Tech. College,,,pilot
122494291,1,2,1,package 2,meatier,omnivore,Texas,238,Male,49.0,Northeast,"$0 - $14,999",Prefer not to say,Yes,Unable to work,White,I don't work,Domestic partnership / Living with partner,Rented house,2,Walmart (US),University/Higher Education,Burger King,,pilot
122494292,1,2,1,package 2,meatier,omnivore,Oregon,205,Female,40.0,West,"$50,000 - $79,999",One to three times per week,Yes,Unable to work,White,I don't work,Married,Owned house,3,Safeway (US);Walmart (US),University/Higher Education,KFC,,pilot
122494295,1,2,1,package 2,meatier,omnivore,Colorado,117,Female,24.0,South,"$25,000 - $49,999",One to three times per week,Yes,Full-time work,White,Administrative/Clerical,Married,Rented house,3,,High School/Tertiary/Tech. College,Sonic Drive-In,,pilot
122494298,1,2,1,package 2,meatier,omnivore,Tennessee,76,Female,46.0,South,"$50,000 - $79,999",Four to six times per week,Prefer not to say,Full-time work,White,,Single / Never married,Rented house,3,,University/Higher Education,,,pilot
122494300,1,2,1,package 2,meatier,omnivore,Massachusetts,179,Male,65.0,Northeast,"$15,000 - $24,999",One to three times per week,Yes,Retired,I prefer not to answer,I don't work,Single / Never married,Rented apartment,2,Aldi (US),High School/Tertiary/Tech. College,Subway,,pilot
122494303,1,2,1,package 2,meatier,omnivore,Kentucky,88,Female,23.0,South,"$50,000 - $79,999",Ten times or more per week,No,Unemployed,White,I don't work,Single / Never married,Rented apartment,2,Walmart (US),High School/Tertiary/Tech. College,Subway,,pilot
122494306,1,2,1,package 2,meatier,omnivore,New York,78,Male,21.0,Northeast,"$50,000 - $79,999",Seven to nine times per week,Yes,Unemployed,Hispanic or Latino,I don't work,Single / Never married,Living with my parents,3,,University/Higher Education,,,pilot
122494307,1,2,1,package 2,meatier,omnivore,Louisiana,162,Female,51.0,South,"$100,000 - $149,999",Less than once per week,I participate equally in grocery purchase decision,Full-time work,Other,Technical Staff,Married,Owned house,3,,High School/Tertiary/Tech. College,,,pilot
122494308,1,2,1,package 2,meatier,omnivore,Virginia,204,Male,67.0,South,"$50,000 - $79,999",Less than once per week,Yes,Retired,Black or African American,I don't work,Widowed,Rented apartment,1,Food Lion (US);Kroger (US);Walmart (US),University/Higher Education,Arby's;Burger King;Captain D's;Church's Chicken;KFC;Little Caesars Pizza;Long John Silver's;McDonald's;Taco Bell;Wendy's,,pilot
122494309,1,2,1,package 2,meatier,omnivore,Florida,253,Female,75.0,South,"$25,000 - $49,999",Ten times or more per week,Yes,Own business / Self-employed / Freelance,Hispanic or Latino,Administrative/Clerical,Married,Rented house,6+,Walmart (US),University/Higher Education,Wendy's,,pilot
122494311,1,2,1,package 2,meatier,omnivore,Kansas,95,Male,28.0,Midwest,,,Yes,Full-time work,Hispanic or Latino,Business Administrator,Divorced,,,,University/Higher Education,,Thanks 👍,pilot
122494313,1,2,1,package 2,meatier,omnivore,Pennsylvania,123,Female,42.0,Northeast,"$25,000 - $49,999",I don't eat at fast food restaurants,Prefer not to say,Homemaker,White,I don't work,Married,Owned house,4,,University/Higher Education,Wendy's,,pilot
122494314,1,2,1,package 2,meatier,omnivore,Illinois,163,Male,50.0,Midwest,"$50,000 - $79,999",One to three times per week,Yes,Full-time work,Black or African American,Production services manager/director,Married,Rented house,4,,High School/Tertiary/Tech. College,KFC,,pilot
122494318,1,2,1,package 2,meatier,omnivore,Texas,180,Male,48.0,South,"$50,000 - $79,999",One to three times per week,Prefer not to say,Full-time work,Hispanic or Latino,,Married,Rented house,3,,University/Higher Education,Arby's,Get the word out.  There are thousands of diabetic people out there.  ,pilot
122494320,1,2,1,package 2,meatier,omnivore,Pennsylvania,94,Female,29.0,South,"$100,000 - $149,999",Less than once per week,Prefer not to say,Homemaker,White,I don't work,Married,Owned house,6+,SuperTarget (US);Walmart (US),University/Higher Education,McDonald's,,pilot
122494321,1,2,1,package 2,meatier,omnivore,Pennsylvania,191,Male,64.0,Northeast,"$0 - $14,999",One to three times per week,Yes,Retired,White,I don't work,Single / Never married,Owned house,1,Other,High School/Tertiary/Tech. College,Burger King,,pilot
122494322,1,2,1,package 2,meatier,omnivore,California,118,Male,64.0,West,"$25,000 - $49,999",Less than once per week,Yes,Retired,White,Craftsman/Tradesman,Divorced,Rented apartment,1,,University/Higher Education,Jack in the Box,,pilot
122494324,1,2,1,package 2,meatier,omnivore,Pennsylvania,100,Male,76.0,Midwest,"$80,000 - $99,999",Four to six times per week,Yes,Retired,White,I don't work,Married,Owned house,2,Prefer not to say,University/Higher Education,Arby's,,pilot
122494325,1,2,1,package 2,meatier,reducer,Minnesota,215,Female,57.0,Midwest,"$15,000 - $24,999",Less than once per week,I participate equally in grocery purchase decision,Full-time work,White,I don't work,Separated,Owned house,5,Walmart (US),High School/Tertiary/Tech. College,,,pilot
122494329,1,2,1,package 2,meatier,omnivore,Oregon,189,Female,67.0,West,"$15,000 - $24,999",Prefer not to say,Yes,Part-time work,White,Healthcare technologist/administrator,Separated,Rented apartment,1,Costco (US),High School/Tertiary/Tech. College,None,"I would never purchase nor eat plant-based ""meat""",pilot
122494331,1,2,1,package 2,meatier,reducer,California,276,Male,48.0,West,"$25,000 - $49,999",One to three times per week,Yes,Unemployed,Hispanic or Latino,I don't work,Single / Never married,Rented apartment;Rented apartment,1,Walmart (US),High School/Tertiary/Tech. College,A&W Restaurants;Arby's;Burger King;Dairy Queen;Del Taco;Dunkin' Donuts;In-N-Out Burger;Jack in the Box;KFC;Krispy Kreme;McDonald's;Panda Express;Pizza Hut;Popeyes Chicken & Biscuits;Quiznos;Sonic Drive-In;Subway;Taco Bell;Wendy's;Domino's;Little Caesars Pizza;Carl's JR,,pilot
122494332,1,2,1,package 2,meatier,omnivore,Michigan,190,Female,66.0,Midwest,"$50,000 - $79,999",One to three times per week,Yes,Retired,White,I don't work,Divorced,Owned house,3,Walmart (US),University/Higher Education,Jack in the Box,,pilot
122494333,1,2,0,package 2,meatier,omnivore,Florida,241,Female,38.0,South,"$15,000 - $24,999",,,,White,,,,,,High School/Tertiary/Tech. College,,"Weird, but thank you ",pilot
122494334,1,2,0,package 2,meatier,omnivore,Georgia,156,Female,70.0,South,"$50,000 - $79,999",One to three times per week,Prefer not to say,Retired,White,I don't work,Married,Owned house,3,Prefer not to say,University/Higher Education,Wendy's,,pilot
122494335,1,2,0,package 2,meatier,omnivore,Illinois,213,Male,47.0,Midwest,"$100,000 - $149,999",Less than once per week,Yes,Full-time work,White,"Driver (e.g taxi, bus, van, truck driver)",Domestic partnership / Living with partner,Owned house,5,,High School/Tertiary/Tech. College,Wendy's,,pilot
122494336,1,2,0,package 2,meatier,omnivore,Michigan,129,Male,43.0,Midwest,"$25,000 - $49,999",Four to six times per week,Yes,Unemployed,White,Senior Management,Single / Never married,Rented house,2,Walmart (US),University/Higher Education,Taco Bell,,pilot
122494337,1,2,0,package 2,meatier,omnivore,New York,126,Female,23.0,Northeast,"$15,000 - $24,999",,,Own business / Self-employed / Freelance,White,,,,,,High School/Tertiary/Tech. College,,,pilot
122494338,1,2,1,package 2,meatier,omnivore,Ohio,289,Female,32.0,Midwest,,,,Full-time work,Hispanic or Latino,,,,,,University/Higher Education,,,pilot
122494339,1,2,1,package 2,meatier,omnivore,Missouri,117,Male,47.0,Midwest,"$100,000 - $149,999",Less than once per week,Yes,Full-time work,White,C-level executive,Single / Never married,Owned house,1,Trader Joe's (US),University/Higher Education,,,pilot
122494340,1,2,1,package 2,meatier,omnivore,New Jersey,173,Female,60.0,Northeast,"$15,000 - $24,999",Prefer not to say,Yes,Unemployed,Asian,I don't work,Divorced,Rented apartment,1,,University/Higher Education,Burger King,None ,pilot
